performance_id,facility_id,title,start_date,end_date,place,cast,editor,runtime,age,producer,ticket_price,performance_status,child,musical_license,time,poster
PF236603,FC000247,"히즈쇼 뮤지컬 시즌2, 드림호 ARK의 비밀 [통영]",2024.04.27,2024.04.28,통영시민문화회관 (대극장),,,1시간 10분,전체 관람가,,"VIP석 50,000원, R석 40,000원, S석 30,000원",공연완료,Y,N,"토요일(11:00,14:00), 일요일(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236603_240304_155601.JPG
PF236577,FC001678,엄지공주 [광주],2024.03.07,2024.04.07,레미어린이극장 [광주수완] (레미어린이극장 [광주수완]),"김슬기, 김효경, 이슬비, 김호겸, 박지현, 최준서",,55분,전체 관람가,극단 지니,"전석 30,000원",공연완료,Y,N,"토요일 ~ 일요일(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236577_240304_151238.png
PF236545,FC001859,뱀프 X 헌터: 울부짖어라! 피닉스 포포!!,2024.04.12,2024.11.30,JS아트홀 (구. 고스트씨어터 구.다소니씨어터) (JS아트홀 (구. 고스트씨어터 구.다소니씨어터)),"박세연, 최소현, 박이안, 김찬, 윤주호, 황건우, 허욱 등","노재환, 박정인, 김결 등",1시간 30분,만 11세 이상,,"전석 50,000원",공연중,N,N,"월요일 ~ 금요일(17:00,20:00), 토요일(14:00,17:00), 일요일(15:00,18:00), HOL(15:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236545_240304_141647.gif
PF236543,FC001081,인피니티 플라잉 [경주],2024.03.23,2024.11.30,경주세계문화엑스포 (문화센터공연장),"정의혁, 민경욱, 유의정, 서원우, 김태희, 양민혁, 김하은 등","최철기, 김진홍, 임중석 등",1시간 20분,36개월 이상,(주)페르소나 경주플라잉,"전석 40,000원",공연중,N,N,"수요일 ~ 금요일(14:30), 토요일 ~ 일요일(14:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236543_240318_130612.gif
PF236541,FC001169,최고다 호기심딱지 시즌2: 빵빵 이야기 속으로 [대구],2024.05.04,2024.05.05,아양아트센터 (아양홀),,,1시간 10분,24개월 이상,주식회사 숨비랩,"R석 66,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236541_240304_140657.gif
PF236536,FC001423,백설공주 [서울 성북],2024.04.06,2024.04.06,성북구민회관 (대강당),,,55분,전체 관람가,,"전석 24,800원",공연완료,Y,N,"토요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236536_240304_135539.gif
PF236535,FC001247,핑크퐁과 아기상어의 무지개 구출 작전,2024.05.01,2024.08.25,올림픽공원 (뮤즈라이브),,,1시간 40분,24개월 이상,,"전석(평일 플레이 패키지) 88,000원, 전석(주말 플레이 뮤지컬) 70,000원",공연완료,Y,N,"목요일 ~ 금요일(11:00,15:00), 토요일(11:00,14:00,16:30), 일요일(11:00,14:00), HOL(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236535_240304_135417.gif
PF236534,FC003387,어차피 패밀리 [울산],2024.04.02,2024.05.06,아트홀 마당 (아트홀 마당),"하성민, 최희정, 신미연, 강덕인, 김대권, 김주경, 정재헌 등",,1시간 50분,만 12세 이상,,"전석 50,000원",공연완료,N,N,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(17:00), HOL(19:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236534_240327_121113.gif
PF236532,FC000550,신데렐라 [수원],2024.04.28,2024.04.28,수원청소년문화센터 (온누리아트홀),,,55분,전체 관람가,,"전석 24,800원",공연완료,Y,N,"일요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236532_240304_134912.gif
PF236529,FC003360,까먹어도 될까요 [서울 광진(앵콜)],2024.04.27,2024.06.01,광진어린이공연장 (광진어린이공연장),"오승연, 백라예, 이유미, 강수길","정준, 김길려, 박은영 등",50분,36개월 이상,,"전석 25,000원",공연완료,Y,N,"토요일(11:00,14:00), 일요일(11:00,14:00), HOL(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236529_240304_134356.gif
PF236528,FC001245,알라딘 [안양],2024.04.13,2024.04.13,평촌아트홀 (평촌아트홀),,,55분,전체 관람가,,"전석 24,800원",공연완료,Y,N,"토요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236528_240304_134329.gif
PF236521,FC001890,신비아파트 시즌6: 붉은 눈의 저주 [김해],2024.05.04,2024.05.05,김해서부문화센터 (하늬홀),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,DS뮤지컬컴퍼니,"1층석 66,000원, 2층석 55,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236521_240304_132955.gif
PF236519,FC000472,캐치! 티니핑: 두근두근 싱어롱 콘서트! [대전],2024.05.11,2024.05.12,우송예술회관 (우송예술회관),"공예림, 이아영, 유현주, 이겨울, 박희민, 최현진, 김혜경 등","홍승희, 김한솔, 박상우 등",1시간,24개월 이상,"(주)쇼노트, (주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트), (주)이캐슬, (주)하늘이엔티","R석 66,000원, S석 44,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236519_240304_132135.gif
PF236518,FC003387,달을 품은 슈퍼맨 [울산],2024.05.17,2024.06.23,아트홀 마당 (아트홀 마당),"박하은, 이윤주, 박찬우, 노혜성, 김경태, 전승훈, 엄슬기 등",,1시간 30분,만 7세 이상,,"전석 50,000원",공연완료,N,N,"화요일 ~ 금요일(19:30), 토요일(16:00,19:30), 일요일(17:00), HOL(19:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236518_240304_131804.png
PF236517,FC000233,캐치! 티니핑: 두근두근 싱어롱 콘서트! [광주],2024.04.06,2024.04.07,예술의 전당 [광주] (구. 광주문화예술회관) (대극장),"공예림, 이아영, 유현주, 이겨울, 박희민, 최현진, 김혜경 등","홍승희, 김한솔, 박상우 등",1시간,24개월 이상,"(주)쇼노트, (주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트), (주)이캐슬, (주)하늘이엔티","R석 66,000원, S석 44,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236517_240304_131259.gif
PF236515,FC000819,장수탕 선녀님 [고양],2024.04.27,2024.04.28,고양어울림누리 (어울림극장),,"정준, 조한나, 홍승희 등",1시간,24개월 이상,할리퀸크리에이션즈(주),"1층 덕지석 60,000원, 2층 선녀님석 40,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236515_240304_130606.jpg
PF236474,FC003863,제16회 한국외대 중앙뮤지컬동아리 라온 정기공연: 올슉업 (ALL SHOOK UP!),2024.03.14,2024.03.16,한국외국어대학교 [서울] (인문과학관 대강당),,"김호정, 정민경, 송은서 등",2시간 20분,만 7세 이상,,"전석 3,000원",공연완료,N,N,"목요일 ~ 금요일(18:30), 토요일(14:00,18:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236474_240304_110510.png
PF236460,FC001617,난타 [제주],2024.04.01,2024.12.31,제주난타극장 (제주난타극장),,,1시간 30분,12개월 이상,,"VIP석 70,000원, S석 60,000원, A석 50,000원",공연중,N,N,"월요일(16:30,20:00), 화요일(16:30), 수요일(13:30,16:30,20:00), 목요일(16:30), 금요일(13:30,16:30,20:00), 토요일 ~ 일요일(16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236460_240304_103714.jpg
PF236458,FC001371,우리 아빠가 최고야 [부천],2024.04.16,2024.05.06,한국만화박물관 (만화영화상영관),,,50분,24개월 이상,,"전석 35,000원",공연완료,Y,N,"수요일(11:00,14:00), 토요일 ~ 일요일(11:00,13:00,15:00), HOL(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236458_240408_153043.gif
PF236449,FC000676,인어공주 [원주],2024.03.30,2024.03.30,원주백운아트홀 (원주백운아트홀),,,1시간,24개월 이상,,"전석 35,000원",공연완료,Y,N,"토요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236449_240304_101039.jpg
PF236420,FC000437,파워레인저 다이노포스: 새로운 세계 [천안],2024.05.11,2024.05.12,천안시성환문화회관 (대공연장),"김석구, 박진용, 임준혁, 정택수, 김지혜, 유정호, 안소정 등","김종해, 김양운, 김응완 등",1시간 10분,전체 관람가,(주)이에스생활문화 (ES생활문화),"R석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236420_240229_123540.gif
PF236411,FC000122,고고다이노: 고고킹의 귀환 [부천],2024.05.11,2024.05.12,부천시민회관 (대공연장),,"김종해, 안영은",1시간 05분,전체 관람가,(주)이에스생활문화 (ES생활문화),"R석 66,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236411_240229_120139.gif
PF236386,FC000868,인피니티 플라잉 [성주],2024.03.30,2024.03.30,성주문화예술회관 (대공연장),,,1시간 20분,만 5세 이상,,"전석 15,000원",공연완료,N,N,토요일(17:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF236386_240229_103912.jpg
PF236364,FC001685,꼬마버스 타요: 용감한 구조대 레스큐 타요 [구미],2024.05.04,2024.05.05,강동문화복지회관 (천생아트홀(대공연장)),,"오혜리, 이훈, 김동식 등",1시간 05분,전체 관람가,(주)이에스생활문화 (ES생활문화),"VIP석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236364_240229_094121.gif
PF236359,FC001166,싯다르타 [울산],2024.04.05,2024.04.07,현대예술관 (대공연장),"이태이, 고정우, 박규연, 김유진, 최수형, 이지현, 김성수 등","김면수, 김미영, 조범준 등",2시간 30분,만 7세 이상,(주)엠에스엠시,"VIP석 120,000원, R석 100,000원, S석 80,000원, A석 60,000원",공연완료,N,N,"금요일(15:00,19:30), 토요일(14:00,18:00), 일요일(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236359_240229_092616.gif
PF236357,FC001130,잠자는 숲속의 공주 [광명],2024.03.06,2024.04.30,소나무예술극장 (공연장),,,50분,전체 관람가,,"전석 16,000원",공연완료,Y,N,"토요일 ~ 일요일(12:00), HOL(12:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236357_240229_092059.jpg
PF236349,FC000090,난타 [홍대],2024.04.01,2024.12.31,홍대난타극장(구. 뮤직쇼웨딩 전용관) (홍대난타극장(구. 뮤직쇼웨딩 전용관)),,,1시간 30분,12개월 이상,(주)피엠씨프러덕션(PMC Production),"VIP석 70,000원, S석 60,000원, A석 50,000원",공연중,N,N,"목요일 ~ 금요일(17:00), 토요일(14:00,17:00), 일요일(14:00), HOL(14:00,17:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236349_240228_140949.jpeg
PF236346,FC000784,우리엄마 최고! [서울 금천],2024.04.05,2024.04.06,금나래아트홀 (금나래아트홀),,"곽동근, 이미경, 이루리",1시간,24개월 이상,,"전석 30,000원",공연완료,Y,N,"금요일(10:40), 토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236346_240228_133439.gif
PF236339,FC001258,인어공주 [청주],2024.04.14,2024.04.14,청주아트홀 (구. 청주시민회관) (청주아트홀 (구. 청주시민회관)),,,1시간,전체 관람가,,"전석 27,500원",공연완료,Y,N,"일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236339_240228_124507.jpg
PF236327,FC002962,인사이드 윌리엄 [인천],2024.04.05,2024.04.06,인천동구문화체육센터 (공연장),"원종환, 김아영, 임진섭, 정지우, 김이후, 김수연, 유태율","김동연, 강현호, 허지혜 등",1시간 40분,만 7세 이상,(주)연극열전,"전석 30,000원",공연완료,N,N,"금요일(19:30), 토요일(16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236327_240228_113424.gif
PF236324,FC000214,아기돼지 삼형제 [인천],2024.05.04,2024.05.04,남동소래아트홀 (소래극장(대공연장)),,,55분,24개월 이상,,"전석 22,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236324_240228_111959.JPG
PF236318,FC002162,스쿨 오브 락 월드투어 [부산],2024.04.02,2024.04.14,드림씨어터 [부산] (드림씨어터 [부산]),"코너 글룰리, 케일리 오코너, 토비 마일즈, 테일라 하포드, 루빈 브라운, 스테프 아사모아, 제이 브라이스 등",,2시간 40분,만 7세 이상,"GWB Entertainment, The Really Useful Group, 에스앤코(S&CO)","VIP석 170,000원, R석 140,000원, S석 110,000원, A석 90,000원, B석 60,000원",공연완료,N,N,"화요일 ~ 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236318_240228_105535.jpg
PF236310,FC001182,키다리 아저씨 [논산],2024.03.22,2024.03.23,논산아트센터(구. 논산문화예술회관) (대공연장),"유주혜, 김경수, 장민제 등","전서연, 주소연, 최영은 등",2시간 15분,만 9세 이상,"(주)엠피앤컴퍼니, 달컴퍼니","전석 20,000원",공연완료,N,N,"금요일(19:00), 토요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236310_240228_103825.png
PF236282,FC000832,우리 아빠가 최고야 [부산],2024.05.04,2024.05.05,해운대문화회관 (해운홀),,,55분,24개월 이상,,"전석 35,000원",공연완료,Y,N,"토요일(13:00,15:00,17:00), HOL(11:00,13:30,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236282_240228_092534.gif
PF236281,FC002677,"페스티벌 이렇게 하는 거 맞아요? 시즌1: 라움, 다솜",2024.03.27,2024.03.31,소극장 플랫폼74 (소극장 플랫폼74),"김영훈, 이민재, 김보연","조윤재, 이정원, 권구용 등",1시간 20분,만 13세 이상,,"전석 20,000원",공연완료,N,Y,"수요일 ~ 금요일(19:30), 토요일(19:30), 일요일(16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236281_240227_131728.jpg
PF236280,FC002055,헨젤과 그레텔 [안산 고잔],2024.04.06,2024.04.21,NC소극장 [안산고잔] (NC소극장 [안산고잔]),,,45분,전체 관람가,,"전석 20,000원",공연완료,Y,N,"토요일 ~ 일요일(12:00,14:00), HOL(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236280_240227_131214.jpg
PF236276,FC000358,앤 ANNE [속초],2024.03.22,2024.03.23,속초문화예술회관 (대공연장),"박소연, 천우주, 이하린, 정문길, 최현미, 김정은, 박선우 등","최현미, 박기태, 이예리 등",,만 7세 이상,극단 걸판,"전석 20,000원",공연완료,N,N,"금요일(19:00), 토요일(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236276_240227_120713.jpg
PF236265,FC000323,무지개 물고기 [대전],2024.05.25,2024.05.26,대전평송청소년문화센터 (평송홀(대극장)),,,1시간,24개월 이상,(주)아트팩토리,"전석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236265_240227_111843.gif
PF236262,FC000323,어린이 캣 프렌즈 [대전],2024.05.04,2024.05.05,대전평송청소년문화센터 (어울림홀(소극장)),,,55분,24개월 이상,극단 쁘띠벨,"전석 22,000원",공연완료,Y,N,"토요일(14:00,16:00), 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236262_240227_110956.jpg
PF236251,FC001528,데미안,2024.04.08,2024.06.30,링크아트센터드림 (드림 4관),"조풍래, 이형훈, 임찬민, 김현진, 정우연, 이한별, 홍나현 등","오세혁, 다미로, 이현정",1시간 30분,만 7세 이상,"(주)쇼노트, 낭만바리케이트","전석 65,000원",공연완료,N,N,"월요일(20:00), 수요일 ~ 목요일(20:00), 금요일(16:00,20:00), 토요일 ~ 일요일(15:00,18:30), HOL(15:00,18:30), 화요일(20:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236251_240227_104458.gif
PF236236,FC001603,낭만별곡: 낭만연회,2024.03.04,2024.03.04,아트포레스트 아트홀 (1관),"이종석, 반정모, 김우성, 박유덕, 장민수, 전하영, 박주은 등","신재아, 박해림, 김은영 등",1시간 10분,만 7세 이상,(주)파크컴퍼니,"전석 10,000원",공연완료,N,N,월요일(20:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF236236_240227_101749.jpg
PF236234,FC001170,최고다 호기심딱지: 딱지 원정대 [김해(앵콜)],2024.05.25,2024.05.26,김해문화의전당 (마루홀),"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",,1시간 20분,36개월 이상,주식회사 숨비랩,"R석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236234_240227_101227.gif
PF236225,FC001931,무지개 물고기 [남양주],2024.05.18,2024.05.19,다산아트홀 (다산아트홀),,,1시간,24개월 이상,(주)아트팩토리,"전석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236225_240227_095242.gif
PF236223,FC002179,미운 아기 오리 [창원],2024.03.01,2024.03.31,창원과학체험관 (다목적강당),,공예빈 등,50분,전체 관람가,(주)수컴퍼니,"전석 25,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,13:00), HOL(11:00,13:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236223_240227_094643.png
PF236222,FC001565,오즈의 마법사 [서울 금천],2024.03.01,2024.03.31,레미어린이극장 [금천] (레미어린이극장 [금천]),,,55분,전체 관람가,,"전석 16,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00), HOL(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236222_240227_094508.jpg
PF236221,FC003589,장화신은 고양이 [광주],2024.03.01,2024.03.23,롯데마트 [월드컵] (행복을 주는 가족극장),,,50분,전체 관람가,,"전석 15,000원",공연완료,Y,N,"토요일 ~ 일요일(12:00,14:00,16:00), HOL(12:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236221_240227_094420.jpg
PF236210,FC003171,아기돼지삼형제: 늑대숲 또옹돼지 원정대,2024.03.23,2024.07.28,제나아트홀 (구. 룸씨어터) (제나아트홀 (구. 룸씨어터) ),,,1시간,24개월 이상,지니아트랩,"전석 40,000원",공연완료,Y,N,"토요일 ~ 일요일(11:20,12:50)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236210_240326_093508.gif
PF236204,FC003249,파이팅콜 [대학로],2024.04.06,2024.04.14,한예극장 (한예극장),"나영중, 박상현, 이상혁, 김아름, 이소혜, 김해진, 이승애 등","이용원, 정은경, 임지언 등",1시간 40분,만 12세 이상,포엠컴퍼니,"전석 40,000원",공연완료,N,N,"월요일 ~ 화요일(20:00), 목요일 ~ 금요일(20:00), 토요일 ~ 일요일(13:00,17:00), HOL(13:00,17:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236204_240226_142708.gif
PF236194,FC000491,"히즈쇼 뮤지컬 시즌2, 드림호 ARK의 비밀 [목포]",2024.03.30,2024.03.31,목포시민문화체육센터 (대공연장),,,1시간 10분,전체 관람가,바이블루트,"VIP석 50,000원, R석 40,000원, S석 30,000원",공연완료,Y,N,"토요일(11:00,14:00), 일요일(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236194_240226_134229.jpg
PF236191,FC000021,한글용사 아이야: 사라진 한글을 찾아라! [안양],2024.05.11,2024.05.12,안양아트센터 (관악홀),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,DS뮤지컬컴퍼니,"전석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236191_240226_133302.gif
PF236190,FC000031,일 테노레 [블루스퀘어],2024.03.29,2024.05.19,블루스퀘어 (신한카드홀(구. 인터파크홀)),"홍광호, 박은태, 서경수, 김지현, 박지연, 홍지희, 전재홍 등","신춘수, 박천휴, 윌 애런슨 등",2시간 50분,만 7세 이상,(주)오디컴퍼니(ODCOMPANY),"OP석 160,000원, VIP석 160,000원, R석 140,000원, S석 110,000원, A석 80,000원",공연완료,N,N,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236190_240226_132839.gif
PF236180,FC001371,라푼젤 [부천],2024.03.23,2024.03.24,한국만화박물관 (만화영화상영관),,김시윤 등,1시간,전체 관람가,,"전석 35,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236180_240226_130828.jpg
PF236177,FC001812,슈퍼스타 뽀로로 드림콘서트 시즌2 [안성],2024.05.04,2024.05.05,안성맞춤아트홀 (대공연장),"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 전재광 등","김종해, 전성민, 김응완 등",1시간 10분,24개월 이상,,"VIP석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), HOL(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236177_240226_130037.gif
PF236176,FC001258,슈퍼스타 뽀로로 드림콘서트 시즌2 [청주],2024.05.04,2024.05.05,청주아트홀 (구. 청주시민회관) (청주아트홀 (구. 청주시민회관)),"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 채다린 등","김종행, 전성민, 강한별 등",1시간 10분,전체 관람가,,"전석 66,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236176_240226_125624.gif
PF236168,FC003658,브레멘 음악대 [여수],2024.03.02,2024.04.28,상상플레이스 여순광점(여수 웅천 트리마제벨마레 2305호) (상상플레이스 여순광점),,"장민호, 임우현 등",45분,전체 관람가,(주)상상플레이스 [여순광점],"전석 12,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,13:00,15:00), HOL(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236168_240226_123210.png
PF236166,FC001666,브레멘 음악대 [울산],2024.02.28,2024.04.07,레미어린이극장 [울산진장] (레미어린이극장 [울산진장]),,,55분,전체 관람가,,"전석 21,000원",공연완료,Y,N,"수요일 ~ 목요일(12:00,14:00), 토요일(12:00,14:00,16:00), 일요일(12:00,14:00), HOL(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236166_240226_122520.png
PF236140,FC000472,번개맨: 전설의 시작 [대전(앵콜)],2024.04.27,2024.04.28,우송예술회관 (우송예술회관),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,DS뮤지컬컴퍼니,"1층석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236140_240226_105432.gif
PF236138,FC000194,소년 이순신: 잃어버린 거북선 설계도를 찾아라!,2024.06.01,2024.09.01,경복궁아트홀 (경복궁아트홀),"서정화, 정춘권, 전용우, 정영서","서정화, 정춘권, 박광배 등",1시간 10분,36개월 이상,"경복궁아트홀, 극단 오렌지컴퍼니(오렌지아트컴퍼니)","전석 30,000원",공연완료,Y,N,"토요일 ~ 일요일(14:00), HOL(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236138_240702_092634.jpg
PF236134,FC000819,우리 아빠가 최고야 [고양],2024.04.20,2024.04.21,고양어울림누리 (별모래극장),,,1시간,24개월 이상,,"R석 40,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236134_240226_103902.gif
PF236130,FC000516,메리골드,2024.03.21,2024.03.31,열린극장 (열린극장),"선창용, 박웅서, 이영록, 전병혁, 손수아, 이재은, 신혜선 등","신경혜, 김윤규, 유은혜 등",1시간 50분,만 11세 이상,극단 비유,"전석 55,000원",공연완료,N,N,"월요일 ~ 금요일(19:30), 토요일(15:00,19:00), 일요일(15:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236130_240226_102410.gif
PF236123,FC001655,라푼젤 [화성],2024.05.25,2024.05.25,모두누림센터 (누림아트홀),,,55분,24개월 이상,,"전석 30,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236123_240226_100542.gif
PF236121,FC002120,아기돼지 삼형제 [서울 영등포],2024.05.04,2024.05.05,롯데백화점 [영등포] (문화홀),,,55분,20개월 이상,,"전석 35,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), HOL(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236121_240226_100526.jpg
PF236120,FC000323,프린세스 공주뮤지컬쇼 [대전],2024.04.13,2024.04.13,대전평송청소년문화센터 (평송홀(대극장)),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236120_240226_100513.gif
PF236090,FC000403,프린세스 공주뮤지컬쇼 [청주],2024.04.14,2024.04.14,청주예술의전당 (대공연장),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236090_240223_133927.jpg
PF236086,FC000233,신비아파트 시즌6: 붉은 눈의 저주 [광주(앵콜)],2024.06.22,2024.06.23,예술의 전당 [광주] (구. 광주문화예술회관) (대극장),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,DS뮤지컬컴퍼니,"전석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236086_240223_132804.gif
PF236084,FC000158,번개맨: 전설의 시작 [인천(앵콜)],2024.05.11,2024.05.12,인천중구문화회관 (인천중구문화회관),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,DS뮤지컬컴퍼니,"1층석 66,000원, 2층석 44,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236084_240223_132220.gif
PF236080,FC000293,아기돼지 삼형제 [대구],2024.05.04,2024.05.06,대백프라자 (프라임홀),,,55분,24개월 이상,,"전석 18,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), HOL(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF236080_240223_131125.PNG
PF236075,FC001196,옥주현 and Friends 뮤지컬 콘서트 [구리],2024.03.16,2024.03.16,구리아트홀 (코스모스대극장),"옥주현, 조정은, 신민 등",,2시간,만 7세 이상,,"R석 88,000원, S석 77,000원",공연완료,N,N,토요일(17:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF236075_240223_130130.gif
