,cast,title,genre,target
4554,신영숙,"제17회 DIMF 창작지원작, Town of 해방",판타지/어드벤처,0
4555,신영숙,이솝이야기,판타지/어드벤처,0
4556,신영숙,시카고,"코미디/유머, 음악중심/주크박스",0
4557,신영숙,틀려도 괜찮아,"드라마/감동, 코미디/유머",0
4558,신영숙,"두들팝 VER.2, 폴리팝","코미디/유머, 음악중심/주크박스",0
4559,신영숙,차차차원이 다다른 차원,판타지/어드벤처,0
4560,신영숙,"베베핀, 우당탕탕 패밀리","코미디/유머, 음악중심/주크박스",0
4561,신영숙,멀미의 시대 쇼케이스,코미디/유머,0
4562,신영숙,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동",0
4563,신영숙,마법천자문: 한자 마법 대모험!,판타지/어드벤처,0
4564,신영숙,종의 기원,판타지/어드벤처,0
4565,신영숙,파워레인저 다이노포스: 새로운 세계,"액션/스릴러, 판타지/어드벤처",0
4566,신영숙,수박수영장,코미디/유머,0
4567,신영숙,"여기, 피화당","드라마/감동, 코미디/유머",0
4568,신영숙,이야기 쌈,"드라마/감동, 코미디/유머",0
4569,신영숙,더데빌: 에덴,액션/스릴러,0
4570,신영숙,스모크,액션/스릴러,0
4571,신영숙,셜록홈즈: 앤더슨가의 비밀,액션/스릴러,0
4572,신영숙,"제18회 DIMF 창작지원작, 시지프스",판타지/어드벤처,0
4573,김지선,또봇: 대도시의 영웅들,판타지/어드벤처,0
4574,김지선,지구를 지켜라!,액션/스릴러,0
4575,김지선,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4576,김지선,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4577,김지선,"창작ing, 13 후르츠케이크",코미디/유머,0
4578,김지선,앤 ANNE,드라마/감동,0
4579,김지선,또봇: 대도시의 영웅들,판타지/어드벤처,0
4580,김지선,"두들팝 VER.2, 폴리팝","코미디/유머, 음악중심/주크박스",0
4581,박소연,"스웨그에이지 외쳐, 조선!","코미디/유머, 음악중심/주크박스",0
4582,박소연,고고와 도도,"코미디/유머, 음악중심/주크박스",0
4583,박소연,아기 오리의 모험,판타지/어드벤처,0
4584,박소연,아이 캔 플라이(I CAN FLY),"드라마/감동, 코미디/유머",0
4585,박소연,"여기, 피화당","드라마/감동, 코미디/유머",0
4586,박소연,요즘것들,"코미디/유머, 음악중심/주크박스",0
4587,박소연,"스웨그에이지 외쳐, 조선!","코미디/유머, 음악중심/주크박스",0
4588,박소연,멸화군,액션/스릴러,0
4589,박소연,틀려도 괜찮아,"드라마/감동, 코미디/유머",0
4590,박소연,키다리 아저씨,"드라마/감동, 코미디/유머",0
4591,박소연,신과함께: 저승편,판타지/어드벤처,0
4592,박소연,테레즈 라캥,"드라마/감동, 코미디/유머",0
4593,박소연,아이소포스의 네 번째 열쇠,판타지/어드벤처,0
4594,박소연,영웅,판타지/어드벤처,0
4595,박소연,용의자X의 헌신,"드라마/감동, 스릴러/액션",0
4596,박소연,마법천자문: 한자 마법 대모험!,판타지/어드벤처,0
4597,박소연,미남당: 청동검의 비밀,판타지/어드벤처,0
4598,박소연,키다리 아저씨,"드라마/감동, 코미디/유머",0
4599,박소연,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처,0
4600,박소연,할란카운티,"드라마/감동, 코미디/유머",0
4601,박소연,요즘것들,"코미디/유머, 음악중심/주크박스",0
4602,박소연,피노키오야 노올자~!,"코미디/유머, 판타지/어드벤처",0
4603,박소연,수상한 외갓집,"코미디/유머, 음악중심/주크박스",0
4604,박소연,몬테크리스토,"드라마/감동, 액션/스릴러",0
4605,박소연,넌 특별하단다,"드라마/감동, 코미디/유머",0
4606,박소연,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처,0
4607,박소연,아기 오리의 모험,판타지/어드벤처,0
4608,박소연,"두들팝 VER.2, 폴리팝","코미디/유머, 음악중심/주크박스",0
4609,최윤우,또봇: 대도시의 영웅들,판타지/어드벤처,0
4610,최윤우,지구를 지켜라!,액션/스릴러,0
4611,최윤우,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4612,최윤우,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4613,윤영석,또봇: 대도시의 영웅들,판타지/어드벤처,0
4614,윤영석,지구를 지켜라!,액션/스릴러,0
4615,윤영석,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4616,윤영석,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4617,정길홍,또봇: 대도시의 영웅들,판타지/어드벤처,0
4618,정길홍,지구를 지켜라!,액션/스릴러,0
4619,정길홍,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4620,정길홍,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4621,김환희,마리 앙투아네트,판타지/어드벤처,0
4622,김환희,와일드 그레이,판타지/어드벤처,0
4623,김환희,미스트,판타지/어드벤처,0
4624,김환희,시카고,"코미디/유머, 음악중심/주크박스",0
4625,김환희,"여기, 피화당","드라마/감동, 코미디/유머",0
4626,김환희,"종로 가족공연축제, 삼양동화: 헨젤과 새엄마, 거울을 깬 왕비",판타지/어드벤처,0
4627,김환희,달을 품은 슈퍼맨,판타지/어드벤처,0
4628,김환희,트리아웃,"드라마/감동, 코미디/유머",0
4629,김환희,마리 앙투아네트,판타지/어드벤처,0
4630,김환희,"창작ing, 13 후르츠케이크",코미디/유머,0
4631,김환희,스틸의 환상놀이터: 크리스마스편,"코미디/유머, 음악중심/주크박스",0
4632,김환희,아기돼지야 준비해!,코미디/유머,0
4633,김가람,섬: 1933~2019,드라마/감동,0
4634,김가람,친정엄마,드라마/감동,0
4635,김가람,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처,0
4636,김가람,테레즈 라캥,"드라마/감동, 코미디/유머",0
4637,김가람,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4638,김가람,섬: 1933~2019,드라마/감동,0
4639,김가람,왓 이즈 러브,드라마/감동,0
4640,김가람,"매직 판타지아, 도로시 리턴즈",판타지/어드벤처,0
4641,김가람,가시나무 새,드라마/감동,0
4642,김가람,제시카,"드라마/감동, 음악중심/주크박스",0
4643,김가람,은하철도의 밤,판타지/어드벤처,0
4644,김가람,헬로카봇 시즌7: 웰컴 투 파라다이스,판타지/어드벤처,0
4645,김가람,앤 ANNE (11.30),드라마/감동,0
4646,김가람,푸른 잿빛 밤,드라마/감동,0
4647,김가람,테레즈 라캥,드라마/감동,0
4648,김가람,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동",0
4649,김가람,드라이 플라워,"드라마/감동, 음악중심/주크박스",0
4650,김가람,"민쩌미, 사랑해요 엄마!","드라마/감동, 코미디/유머",0
4651,김가람,바람으로의 여행,드라마/감동,0
4652,김가람,설민석의 한국사 대모험: 영웅의 시간,판타지/어드벤처,0
4653,장선희,또봇: 대도시의 영웅들,판타지/어드벤처,0
4654,장선희,지구를 지켜라!,액션/스릴러,0
4655,장선희,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4656,장선희,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4657,최서영,또봇: 대도시의 영웅들,판타지/어드벤처,0
4658,최서영,지구를 지켜라!,액션/스릴러,0
4659,최서영,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4660,최서영,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4661,이종석,K-beat group의 탄생,음악중심/주크박스,0
4662,이종석,왕자대전,음악중심/주크박스,0
4663,이종석,파워레인저 다이노포스: 새로운 세계,"액션/스릴러, 판타지/어드벤처",0
4664,이종석,페이크북 (fakebook),코미디/유머,0
4665,이종석,캐리tv 액티비티: 점프점프,코미디/유머,0
4666,이종석,내 친구 워렌버핏,코미디/유머,0
4667,이종석,가방 들어주는 아이,코미디/유머,0
4668,이종석,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4669,이종석,K-beat group의 탄생,음악중심/주크박스,0
4670,이종석,와일드 와일드: 애프터파티,코미디/유머,0
4671,이종석,스틸의 환상놀이터: 크리스마스편,"코미디/유머, 음악중심/주크박스",0
4672,이종석,아기돼지야 준비해!,코미디/유머,0
4673,전하영,연남동 빙굴빙굴 빨래방,코미디/유머,0
4674,전하영,루쓰,드라마/감동,0
4675,전하영,노트르담 드 파리,"드라마/감동, 음악중심/주크박스",0
4676,전하영,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스",0
4677,전하영,에곤 실레,음악중심/주크박스,0
4678,전하영,브람스,음악중심/주크박스,0
4679,전하영,연남동 빙굴빙굴 빨래방,코미디/유머,0
4680,전하영,친정엄마,드라마/감동,0
4681,유소리,가시나무 새,드라마/감동,0
4682,유소리,지구를 지켜라!,액션/스릴러,0
4683,유소리,진짜나쁜소녀,코미디/유머,0
4684,유소리,접변,"드라마/감동, 코미디/유머",0
4685,이승헌,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동",0
4686,이승헌,"어린이를 위한 오감음악극: 꼼싹, 꿈싹",음악중심/주크박스,0
4687,이승헌,파워레인저 다이노포스: 새로운 세계,"액션/스릴러, 판타지/어드벤처",0
4688,이승헌,페이크북 (fakebook),코미디/유머,0
4689,이승헌,이야기 쌈,"드라마/감동, 코미디/유머",0
4690,이승헌,내 친구 워렌버핏,코미디/유머,0
4691,이승헌,"제17회 DIMF 창작지원작, 왕자대전",음악중심/주크박스,0
4692,이승헌,와일드 와일드: 애프터파티,음악중심/주크박스,0
4693,이승헌,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동",0
4694,이승헌,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스",0
4695,이승헌,캐리TV 러브콘서트 KPOP,음악중심/주크박스,0
4696,이승헌,물랑루즈!,코미디/유머,0
4697,정백선,내일은 스타,코미디/유머,0
4698,정백선,지구를 지켜라!,코미디/유머,0
4699,정백선,"ACC 퍼니, 빨래",코미디/유머,0
4700,정백선,페이크북 (fakebook),코미디/유머,0
4701,정백선,멀미의 시대 쇼케이스,코미디/유머,0
4702,정백선,노트르담 드 파리,"드라마/감동, 음악중심/주크박스",0
4703,정백선,허풍선이 과학쇼 장영실 vs 에디슨,코미디/유머,0
4704,정백선,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4705,송지온,연남동 빙굴빙굴 빨래방,코미디/유머,0
4706,송지온,루쓰,드라마/감동,0
4707,송지온,노트르담 드 파리,"드라마/감동, 음악중심/주크박스",0
4708,송지온,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스",0
4709,송지온,에곤 실레,음악중심/주크박스,0
4710,송지온,브람스,음악중심/주크박스,0
4711,송지온,연남동 빙굴빙굴 빨래방,코미디/유머,0
4712,송지온,친정엄마,드라마/감동,0
4713,강다현,가시나무 새,드라마/감동,0
4714,강다현,지구를 지켜라!,액션/스릴러,0
4715,강다현,진짜나쁜소녀,코미디/유머,0
4716,강다현,접변,"드라마/감동, 코미디/유머",0
4717,안지후,섬: 1933~2019,드라마/감동,0
4718,안지후,친정엄마,드라마/감동,0
4719,안지후,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처,0
4720,안지후,앤 ANNE,"드라마/감동, 음악중심/주크박스",0
4721,안지후,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4722,안지후,섬: 1933~2019,드라마/감동,0
4723,안지후,웨스턴 스토리,드라마/감동,0
4724,안지후,캐리와 슈퍼걸스,액션/스릴러,0
4725,조다슬,마리 앙투아네트,판타지/어드벤처,0
4726,조다슬,와일드 그레이,판타지/어드벤처,0
4727,조다슬,미스트,판타지/어드벤처,0
4728,조다슬,시카고,"코미디/유머, 음악중심/주크박스",0
4729,조다슬,"여기, 피화당","드라마/감동, 코미디/유머",0
4730,조다슬,"종로 가족공연축제, 삼양동화: 헨젤과 새엄마, 거울을 깬 왕비",판타지/어드벤처,0
4731,조다슬,달을 품은 슈퍼맨,판타지/어드벤처,0
4732,조다슬,트리아웃,"드라마/감동, 코미디/유머",0
4733,조은별,또봇: 대도시의 영웅들,판타지/어드벤처,0
4734,조은별,지구를 지켜라!,액션/스릴러,0
4735,조은별,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4736,조은별,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4737,변재준,또봇: 대도시의 영웅들,판타지/어드벤처,0
4738,변재준,지구를 지켜라!,액션/스릴러,0
4739,변재준,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4740,변재준,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4741,이환이,또봇: 대도시의 영웅들,판타지/어드벤처,0
4742,이환이,지구를 지켜라!,액션/스릴러,0
4743,이환이,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4744,이환이,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4745,김민주,섬: 1933~2019,드라마/감동,0
4746,김민주,친정엄마,드라마/감동,0
4747,김민주,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처,0
4748,김민주,앤 ANNE,"드라마/감동, 음악중심/주크박스",0
4749,김민주,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4750,김민주,섬: 1933~2019,드라마/감동,0
4751,김민주,웨스턴 스토리,드라마/감동,0
4752,김민주,캐리와 슈퍼걸스,액션/스릴러,0
4753,김은비,가시나무 새,드라마/감동,0
4754,김은비,지구를 지켜라!,액션/스릴러,0
4755,김은비,진짜나쁜소녀,코미디/유머,0
4756,김은비,접변,"드라마/감동, 코미디/유머",0
4757,김은비,바다로 간 쓰레기,"드라마/감동, 코미디/유머",0
4758,김은비,브람스,음악중심/주크박스,0
4759,김은비,가시나무 새,드라마/감동,0
4760,김은비,베어 더 뮤지컬,음악중심/주크박스,0
4761,신경철,가시나무 새,드라마/감동,0
4762,신경철,지구를 지켜라!,액션/스릴러,0
4763,신경철,진짜나쁜소녀,코미디/유머,0
4764,신경철,접변,"드라마/감동, 코미디/유머",0
4765,신경철,바다로 간 쓰레기,"드라마/감동, 코미디/유머",0
4766,신경철,브람스,음악중심/주크박스,0
4767,신경철,가시나무 새,드라마/감동,0
4768,신경철,베어 더 뮤지컬,음악중심/주크박스,0
4769,이민식,가시나무 새,드라마/감동,0
4770,이민식,지구를 지켜라!,액션/스릴러,0
4771,이민식,진짜나쁜소녀,코미디/유머,0
4772,이민식,접변,"드라마/감동, 코미디/유머",0
4773,이민식,바다로 간 쓰레기,"드라마/감동, 코미디/유머",0
4774,이민식,브람스,음악중심/주크박스,0
4775,이민식,가시나무 새,드라마/감동,0
4776,이민식,베어 더 뮤지컬,음악중심/주크박스,0
4777,배지은,가시나무 새,드라마/감동,0
4778,배지은,지구를 지켜라!,액션/스릴러,0
4779,배지은,진짜나쁜소녀,코미디/유머,0
4780,배지은,접변,"드라마/감동, 코미디/유머",0
4781,이지혜,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러",0
4782,이지혜,고고와 도도,"코미디/유머, 음악중심/주크박스",0
4783,이지혜,"베베핀, 우당탕탕 패밀리",코미디/유머,0
4784,이지혜,킴즈,"드라마/감동, 코미디/유머",0
4785,이지혜,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머,0
4786,이지혜,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머,0
4787,이지혜,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러",0
4788,이지혜,이상한 과자 가게 전천당,코미디/유머,0
4789,이지혜,웬수같은 18번가,코미디/유머,0
4790,이지혜,스파이크 어게인,"코미디/유머, 액션/스릴러",0
4791,이지혜,핑크퐁과 아기상어의 생일파티 대소동,"코미디/유머, 음악중심/주크박스",0
4792,이지혜,식구를 찾아서,코미디/유머,0
4793,이지혜,셜록홈즈: 앤더슨가의 비밀,액션/스릴러,0
4794,이지혜,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4795,이지혜,세종 이도의 꿈,"드라마/감동, 음악중심/주크박스",0
4796,이지혜,실업자들,코미디/유머,0
4797,이지혜,스파이크 어게인,"코미디/유머, 액션/스릴러",0
4798,이지혜,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4799,이지혜,친정엄마,"드라마/감동, 코미디/유머",0
4800,이지혜,집들이 콘서트 #40. 이건 홍보가 아냐,코미디/유머,0
4801,이지혜,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4802,이지혜,"피크닉#4, 등등곡",코미디/유머,0
4803,이지혜,김종욱 찾기,코미디/유머,0
4804,이지혜,천 개의 파랑,"드라마/감동, 음악중심/주크박스",0
4805,황병걸,가시나무 새,드라마/감동,0
4806,황병걸,지구를 지켜라!,액션/스릴러,0
4807,황병걸,진짜나쁜소녀,코미디/유머,0
4808,황병걸,접변,"드라마/감동, 코미디/유머",0
4809,임미영,내일은 스타,코미디/유머,0
4810,임미영,지구를 지켜라!,코미디/유머,0
4811,임미영,"ACC 퍼니, 빨래",코미디/유머,0
4812,임미영,페이크북 (fakebook),코미디/유머,0
4813,임미영,멀미의 시대 쇼케이스,코미디/유머,0
4814,임미영,노트르담 드 파리,"드라마/감동, 음악중심/주크박스",0
4815,임미영,허풍선이 과학쇼 장영실 vs 에디슨,코미디/유머,0
4816,임미영,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4817,임미영,내일은 스타,코미디/유머,0
4818,임미영,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동",0
4819,임미영,다이스,음악중심/주크박스,0
4820,임미영,스틸의 환상놀이터: 크리스마스편,"코미디/유머, 음악중심/주크박스",0
4821,임미영,제시카,"드라마/감동, 음악중심/주크박스",0
4822,임미영,친정엄마,"드라마/감동, 코미디/유머",0
4823,임미영,파이팅콜,코미디/유머,0
4824,임미영,"창작ing, 13 후르츠케이크",코미디/유머,0
4825,이현지,가시나무 새,드라마/감동,0
4826,이현지,지구를 지켜라!,액션/스릴러,0
4827,이현지,진짜나쁜소녀,코미디/유머,0
4828,이현지,접변,"드라마/감동, 코미디/유머",0
4829,박정서,웨스턴 스토리,음악중심/주크박스,0
4830,박정서,"제17회 DIMF 창작지원작, 일기 쓰는 남자",드라마/감동,0
4831,박정서,울고 넘는 박달재,드라마/감동,0
4832,박정서,조선 이야기꾼 전기수,드라마/감동,0
4833,박정서,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스",0
4834,박정서,방구석 뮤지컬,코미디/유머,0
4835,박정서,웨스턴 스토리,음악중심/주크박스,0
4836,박정서,버지니아 울프,드라마/감동,0
4837,이온,가시나무 새,드라마/감동,0
4838,이온,지구를 지켜라!,액션/스릴러,0
4839,이온,진짜나쁜소녀,코미디/유머,0
4840,이온,접변,"드라마/감동, 코미디/유머",0
4841,이온,바다로 간 쓰레기,"드라마/감동, 코미디/유머",0
4842,이온,브람스,음악중심/주크박스,0
4843,이온,가시나무 새,드라마/감동,0
4844,이온,베어 더 뮤지컬,음악중심/주크박스,0
4845,이보윤,K-beat group의 탄생,음악중심/주크박스,0
4846,이보윤,왕자대전,음악중심/주크박스,0
4847,이보윤,그레이트 코멧,음악중심/주크박스,0
4848,이보윤,페이크북 (fakebook),코미디/유머,0
4849,이보윤,캐리tv 액티비티: 점프점프,코미디/유머,0
4850,이보윤,노트르담 드 파리,"드라마/감동, 음악중심/주크박스",0
4851,이보윤,가방 들어주는 아이,코미디/유머,0
4852,이보윤,5! 해피맨,"코미디/유머, 음악중심/주크박스",0
4853,이보윤,K-beat group의 탄생,음악중심/주크박스,0
4854,이보윤,작곡열전,음악중심/주크박스,0
4855,이보윤,스틸의 환상놀이터: 크리스마스편,"코미디/유머, 음악중심/주크박스",0
4856,이보윤,아기돼지야 준비해!,코미디/유머,0
4857,이예닮,가시나무 새,드라마/감동,0
4858,이예닮,지구를 지켜라!,액션/스릴러,0
4859,이예닮,진짜나쁜소녀,코미디/유머,0
4860,이예닮,접변,"드라마/감동, 코미디/유머",0
4861,조재은,가시나무 새,드라마/감동,0
4862,조재은,지구를 지켜라!,액션/스릴러,0
4863,조재은,진짜나쁜소녀,코미디/유머,0
4864,조재은,접변,"드라마/감동, 코미디/유머",0
4865,손주아,가시나무 새,드라마/감동,0
4866,손주아,지구를 지켜라!,액션/스릴러,0
4867,손주아,진짜나쁜소녀,코미디/유머,0
4868,손주아,접변,"드라마/감동, 코미디/유머",0
4869,조활,내 친구 워렌버핏,코미디/유머,0
4870,조활,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4871,조활,베어 더 뮤지컬,음악중심/주크박스,0
4872,조활,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머",0
4873,전여정,내 친구 워렌버핏,코미디/유머,0
4874,전여정,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4875,전여정,베어 더 뮤지컬,음악중심/주크박스,0
4876,전여정,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머",0
4877,송다영,내 친구 워렌버핏,코미디/유머,0
4878,송다영,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4879,송다영,베어 더 뮤지컬,음악중심/주크박스,0
4880,송다영,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머",0
4881,김유성,내 친구 워렌버핏,코미디/유머,0
4882,김유성,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4883,김유성,베어 더 뮤지컬,음악중심/주크박스,0
4884,김유성,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머",0
4885,김동욱,그레이트 코멧,음악중심/주크박스,0
4886,김동욱,반짝이는 프리채널: 두근두근! 주얼 컬렉션!,음악중심/주크박스,0
4887,김동욱,파워레인저 다이노포스: 새로운 세계,액션/스릴러,0
4888,김동욱,더닝: 빛의 시간,판타지/어드벤처,0
4889,김동욱,"부산시립극단, 신데렐라: 너의 뜻대로",판타지/어드벤처,0
4890,김동욱,가요톱텐,음악중심/주크박스,0
4891,김동욱,멸화군,액션/스릴러,0
4892,김동욱,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스,0
4893,임원,내 친구 워렌버핏,코미디/유머,0
4894,임원,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4895,임원,베어 더 뮤지컬,음악중심/주크박스,0
4896,임원,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머",0
4897,한현진,내 친구 워렌버핏,코미디/유머,0
4898,한현진,번개맨: 우주최강 번개삼총사,"코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4899,한현진,베어 더 뮤지컬,음악중심/주크박스,0
4900,한현진,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머",0
4901,조성준,또봇: 대도시의 영웅들,판타지/어드벤처,0
4902,조성준,지구를 지켜라!,액션/스릴러,0
4903,조성준,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4904,조성준,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4905,김백천,또봇: 대도시의 영웅들,판타지/어드벤처,0
4906,김백천,지구를 지켜라!,액션/스릴러,0
4907,김백천,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4908,김백천,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4909,홍소예,또봇: 대도시의 영웅들,판타지/어드벤처,0
4910,홍소예,지구를 지켜라!,액션/스릴러,0
4911,홍소예,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4912,홍소예,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4913,박경민,마리 앙투아네트,판타지/어드벤처,0
4914,박경민,와일드 그레이,판타지/어드벤처,0
4915,박경민,미스트,판타지/어드벤처,0
4916,박경민,시카고,"코미디/유머, 음악중심/주크박스",0
4917,박경민,"여기, 피화당","드라마/감동, 코미디/유머",0
4918,박경민,"종로 가족공연축제, 삼양동화: 헨젤과 새엄마, 거울을 깬 왕비",판타지/어드벤처,0
4919,박경민,달을 품은 슈퍼맨,판타지/어드벤처,0
4920,박경민,트리아웃,"드라마/감동, 코미디/유머",0
4921,유보영,또봇: 대도시의 영웅들,판타지/어드벤처,0
4922,유보영,지구를 지켜라!,액션/스릴러,0
4923,유보영,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4924,유보영,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4925,박성훈,또봇: 대도시의 영웅들,판타지/어드벤처,0
4926,박성훈,지구를 지켜라!,액션/스릴러,0
4927,박성훈,달님이 주신 아이,"드라마/감동, 음악중심/주크박스",0
4928,박성훈,"오디세우스, 길을 찾는 자",판타지/어드벤처,0
4929,이건명,멸화군,액션/스릴러,0
4930,이건명,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처",0
4931,이건명,더데빌: 에덴,액션/스릴러,0
4932,이건명,쓰릴 미,"코미디/유머, 액션/스릴러",0
4933,이건명,이상한 과자 가게 전천당,코미디/유머,0
4934,이건명,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동",0
4935,이건명,멀미의 시대 쇼케이스,코미디/유머,0
4936,이건명,스파이,액션/스릴러,0
4937,이건명,멸화군,액션/스릴러,0
4938,이건명,빨간모자야 조심해!,코미디/유머,0
4939,이건명,순신,"액션/스릴러, 판타지/어드벤처",0
4940,이건명,네네네,코미디/유머,0
4941,이건명,전천당 VS 흑화당,코미디/유머,0
4942,이건명,전천당 VS 흑화당,코미디/유머,0
4943,이건명,식구를 찾아서,코미디/유머,0
4944,이건명,일라이,"드라마/감동, 음악중심/주크박스",0
4945,이건명,알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라!,코미디/유머,0
4946,이건명,지구를 지켜라!,액션/스릴러,0
4947,이건명,떳다 ㅅㄱ,코미디/유머,0
4948,이건명,시카고의 아이들,"코미디/유머, 음악중심/주크박스",0
4949,이지훈,캐리와 슈퍼걸스,액션/스릴러,0
4950,이지훈,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러",0
4951,이지훈,리턴,"드라마/감동, 코미디/유머",0
4952,이지훈,핑크퐁과 아기상어의 생일파티 대소동,"코미디/유머, 음악중심/주크박스",0
4953,이지훈,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동",0
4954,이지훈,"피크닉#4, 등등곡",코미디/유머,0
4955,이지훈,캐리와 슈퍼걸스,액션/스릴러,0
4956,이지훈,해적,"액션/스릴러, 음악중심/주크박스",0
4957,이지훈,와일드 와일드: 애프터파티,코미디/유머,0
4958,이지훈,테레즈 라캥,"드라마/감동, 코미디/유머",0
4959,이지훈,핑크퐁과 아기상어의 생일파티 대소동,코미디/유머,0
4960,이지훈,급식걸즈: 뿌슝빠슝 깨져버린 우정,코미디/유머,0
4961,이지훈,데스노트,액션/스릴러,0
4962,이지훈,파워레인저 다이노포스: 새로운 세계,"액션/스릴러, 판타지/어드벤처",0
4963,이지훈,실업자들,코미디/유머,0
4964,이지훈,테레즈 라캥,"드라마/감동, 코미디/유머",0
4965,이지훈,넌 특별하단다,"드라마/감동, 코미디/유머",0
4966,이지훈,빨간모자야 조심해!,코미디/유머,0
