,cast,title,genre
728,임진웅,"오디세우스, 길을 찾는 자",판타지/어드벤처
729,하별,"오디세우스, 길을 찾는 자",판타지/어드벤처
730,이새롬,"종로 가족공연축제, 달님이 주신 아이",드라마/감동
731,강나리,"종로 가족공연축제, 달님이 주신 아이",드라마/감동
732,박하나,"종로 가족공연축제, 달님이 주신 아이",드라마/감동
733,서인권,"종로 가족공연축제, 달님이 주신 아이",드라마/감동
734,박상연,"종로 가족공연축제, 달님이 주신 아이",드라마/감동
735,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
736,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
737,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
738,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
739,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
740,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
741,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
742,황근생,인피니티 플라잉 (INFINITY FLYING),판타지/어드벤처
743,이영주,인피니티 플라잉 (INFINITY FLYING),판타지/어드벤처
744,김승혜,인피니티 플라잉 (INFINITY FLYING),판타지/어드벤처
745,박민혜,인피니티 플라잉 (INFINITY FLYING),판타지/어드벤처
746,최우혁,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
747,송상은,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
748,배기성,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
749,조한준,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
750,천재인,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
751,김재윤,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
752,이예린,타임트래블 러브송 리딩 쇼케이스,음악중심/주크박스
753,박강현,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
754,임규형,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
755,김성규,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
756,신영숙,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
757,김선영,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
758,임지섭,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
759,윤승우,디어 에반 핸슨 (Dear Evan Hansen),"드라마/감동, 음악중심/주크박스"
760,주민진,사의찬미,드라마/감동
761,진태화,사의찬미,드라마/감동
762,임준혁,사의찬미,드라마/감동
763,홍승안,사의찬미,드라마/감동
764,최연우,사의찬미,드라마/감동
765,김려원,사의찬미,드라마/감동
766,이정화,사의찬미,드라마/감동
767,손유동,박열,"드라마/감동, 코미디/유머"
768,현석준,박열,"드라마/감동, 코미디/유머"
769,백기범,박열,"드라마/감동, 코미디/유머"
770,이정화,박열,"드라마/감동, 코미디/유머"
771,박새힘,박열,"드라마/감동, 코미디/유머"
772,최지혜,박열,"드라마/감동, 코미디/유머"
773,문경초,박열,"드라마/감동, 코미디/유머"
774,공예림,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
775,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
776,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
777,이겨울,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
778,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
779,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
780,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
781,박정윤,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
782,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
783,안정현,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
784,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
785,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
786,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
787,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
788,오현진,안녕! B612: 어린왕자,판타지/어드벤처
789,박수연,안녕! B612: 어린왕자,판타지/어드벤처
790,이희성,안녕! B612: 어린왕자,판타지/어드벤처
791,최윤석,안녕! B612: 어린왕자,판타지/어드벤처
792,서민준,안녕! B612: 어린왕자,판타지/어드벤처
793,김영동,안녕! B612: 어린왕자,판타지/어드벤처
794,전원희,안녕! B612: 어린왕자,판타지/어드벤처
795,박혜원,조선 이야기꾼 전기수,드라마/감동
796,노혜성,조선 이야기꾼 전기수,드라마/감동
797,박한들,조선 이야기꾼 전기수,드라마/감동
798,김하준,조선 이야기꾼 전기수,드라마/감동
799,노현창,조선 이야기꾼 전기수,드라마/감동
800,신재성,조선 이야기꾼 전기수,드라마/감동
801,전재광,조선 이야기꾼 전기수,드라마/감동
802,최선,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
803,김루나,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
804,안세희,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
805,김하엘,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
806,최종현,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
807,김지연,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
808,김민수,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
809,최선,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
810,김루나,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
811,안세희,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
812,김하엘,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
813,최종현,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
814,김지연,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
815,김민수,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
816,옥주현,베르사유의 장미,음악중심/주크박스
817,김지우,베르사유의 장미,음악중심/주크박스
818,정유지,베르사유의 장미,음악중심/주크박스
819,이해준,베르사유의 장미,음악중심/주크박스
820,김성식,베르사유의 장미,음악중심/주크박스
821,고은성,베르사유의 장미,음악중심/주크박스
822,박민성,베르사유의 장미,음악중심/주크박스
823,전흥선,떳다 ㅅㄱ,코미디/유머
824,안현석,떳다 ㅅㄱ,코미디/유머
825,이정휘,떳다 ㅅㄱ,코미디/유머
826,조예진,떳다 ㅅㄱ,코미디/유머
827,박형석,떳다 ㅅㄱ,코미디/유머
828,이성빈,떳다 ㅅㄱ,코미디/유머
829,한상우,떳다 ㅅㄱ,코미디/유머
830,최선,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
831,김루나,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
832,안세희,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
833,김하엘,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
834,최종현,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
835,김지연,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
836,김민수,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
837,최선,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
838,김루나,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
839,안세희,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
840,김하엘,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
841,최종현,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
842,김지연,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
843,김민수,바다탐험대 옥토넛 시즌3: 바다넘어 육지까지,판타지/어드벤처
844,조환지,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
845,김종헌,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
846,이서하,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
847,김채이,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
848,최우정,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
849,김명일,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
850,최봉건,"제18회 DIMF 공식초청작, 미싱링크","드라마/감동, 코미디/유머"
851,이민욱,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
852,장두환,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
853,백수민,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
854,정운,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
855,정종환,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
856,박율리아,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
857,안동혁,"제18회 DIMF 공식초청작, 애프터 라이프",드라마/감동
858,백시안,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
859,전한별,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
860,이조현,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
861,김영식,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
862,김선제,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
863,박두리,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
864,조아름,"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",음악중심/주크박스
865,유소연,바다 100층짜리 집,판타지/어드벤처
866,박시연,바다 100층짜리 집,판타지/어드벤처
867,이온,바다 100층짜리 집,판타지/어드벤처
868,김용호,바다 100층짜리 집,판타지/어드벤처
869,한미래,바다 100층짜리 집,판타지/어드벤처
870,박명훈,바다 100층짜리 집,판타지/어드벤처
871,이은정,바다 100층짜리 집,판타지/어드벤처
872,공예림,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
873,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
874,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
875,이겨울,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
876,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
877,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
878,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
879,전정완,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
880,조남규,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
881,안혜란,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
882,진하림,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
883,서지우,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
884,한겨레,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
885,문승환,한글용사 아이야: 사라진 한글을 찾아라!,판타지/어드벤처
886,전혜주,"중구민을 위한 월요극장 6, 버지니아 울프",코미디/유머
887,김리현,"중구민을 위한 월요극장 6, 버지니아 울프",코미디/유머
888,김태윤,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
889,정수환,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
890,정현우,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
891,박성순,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
892,장홍석,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
893,박소산,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
894,한희은,"제18회 DIMF 창작지원작, 모글리",판타지/어드벤처
895,송유택,"제18회 DIMF 창작지원작, 시지프스",판타지/어드벤처
896,윤지우,"제18회 DIMF 창작지원작, 시지프스",판타지/어드벤처
897,김이진,"제18회 DIMF 창작지원작, 시지프스",판타지/어드벤처
898,임강성,"제18회 DIMF 창작지원작, 시지프스",판타지/어드벤처
899,이후림,"제18회 DIMF 창작지원작, 시지프스",판타지/어드벤처
900,송원근,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
901,김범,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
902,손우현,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
903,정산훈,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
904,정문성,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
905,이규형,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
906,안세하,젠틀맨스 가이드: 사랑과 살인편,"코미디/유머, 액션/스릴러"
907,조혜령,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
908,김보라,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
909,신현수,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
910,장원준,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
911,신의호,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
912,김대호,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
913,박준호,"제18회 DIMF 창작지원작, 페이지나",드라마/감동
914,조훈,"제18회 DIMF 창작지원작, 이매지너리",판타지/어드벤처
915,이휘종,"제18회 DIMF 창작지원작, 이매지너리",판타지/어드벤처
916,이수빈,"제18회 DIMF 창작지원작, 이매지너리",판타지/어드벤처
917,설민석,설민석의 한국사 대모험: 영웅의 시간,판타지/어드벤처
918,박규원,살리에르,음악중심/주크박스
919,백인태,살리에르,음악중심/주크박스
920,유현석,살리에르,음악중심/주크박스
921,백형훈,살리에르,음악중심/주크박스
922,김준영,살리에르,음악중심/주크박스
923,황민수,살리에르,음악중심/주크박스
924,유태양,살리에르,음악중심/주크박스
925,이홍기,4월은 너의 거짓말,드라마/감동
926,윤소호,4월은 너의 거짓말,드라마/감동
927,김희재,4월은 너의 거짓말,드라마/감동
928,이봄소리,4월은 너의 거짓말,드라마/감동
929,정지소,4월은 너의 거짓말,드라마/감동
930,이재진,4월은 너의 거짓말,드라마/감동
931,김진욱,4월은 너의 거짓말,드라마/감동
932,조형균,하데스타운,판타지/어드벤처
933,박강현,하데스타운,판타지/어드벤처
934,김민석,하데스타운,판타지/어드벤처
935,최정원,하데스타운,판타지/어드벤처
936,최재림,하데스타운,판타지/어드벤처
937,강홍석,하데스타운,판타지/어드벤처
938,김선영,하데스타운,판타지/어드벤처
939,유주혜,카르밀라,음악중심/주크박스
940,전민지,카르밀라,음악중심/주크박스
941,이서영,카르밀라,음악중심/주크박스
942,이재림,카르밀라,음악중심/주크박스
943,송영미,카르밀라,음악중심/주크박스
944,민도희,카르밀라,음악중심/주크박스
945,김서연,카르밀라,음악중심/주크박스
946,공예림,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
947,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
948,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
949,이겨울,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
950,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
951,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
952,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
953,김재범,등등곡,음악중심/주크박스
954,유승현,등등곡,음악중심/주크박스
955,김지철,등등곡,음악중심/주크박스
956,김바다,등등곡,음악중심/주크박스
957,정재환,등등곡,음악중심/주크박스
958,안지환,등등곡,음악중심/주크박스
959,강찬,등등곡,음악중심/주크박스
960,하준석,프리즌,액션/스릴러
961,이강오,프리즌,액션/스릴러
962,안중현,프리즌,액션/스릴러
963,강유진,프리즌,액션/스릴러
964,임유빈,프리즌,액션/스릴러
965,추정민,프리즌,액션/스릴러
966,우윤구,프리즌,액션/스릴러
967,최하윤,붉은머리 안,드라마/감동
968,홍나현,붉은머리 안,드라마/감동
969,유낙원,붉은머리 안,드라마/감동
970,김세환,붉은머리 안,드라마/감동
971,박강원,붉은머리 안,드라마/감동
972,강은빈,붉은머리 안,드라마/감동
973,주민우,붉은머리 안,드라마/감동
974,강선숙,어미의 노래,드라마/감동
975,강상규,어미의 노래,드라마/감동
976,이혜연,어미의 노래,드라마/감동
977,최지혜,어미의 노래,드라마/감동
978,윤상현,어미의 노래,드라마/감동
979,홍광표,어미의 노래,드라마/감동
980,김은채,어미의 노래,드라마/감동
981,김영노,페페의 꿈,코미디/유머
982,김동욱,페페의 꿈,코미디/유머
983,장윤진,페페의 꿈,코미디/유머
984,이주은,페페의 꿈,코미디/유머
985,한리예,페페의 꿈,코미디/유머
986,박시환,유앤잇,음악중심/주크박스
987,윤진솔,유앤잇,음악중심/주크박스
988,김소정,유앤잇,음악중심/주크박스
989,박성하,유앤잇,음악중심/주크박스
990,박소연,유앤잇,음악중심/주크박스
991,김유진,유앤잇,음악중심/주크박스
992,장지후,이블데드,판타지/어드벤처
993,기세중,이블데드,판타지/어드벤처
994,배나라,이블데드,판타지/어드벤처
995,안상은,이블데드,판타지/어드벤처
996,서동진,이블데드,판타지/어드벤처
997,조권,이블데드,판타지/어드벤처
998,송나영,이블데드,판타지/어드벤처
999,이지훈,가요톱텐,음악중심/주크박스
1000,박규리,가요톱텐,음악중심/주크박스
1001,이영호,가요톱텐,음악중심/주크박스
1002,홍순목,가요톱텐,음악중심/주크박스
1003,문준혁,가요톱텐,음악중심/주크박스
1004,유정은,가요톱텐,음악중심/주크박스
1005,배다솜,가요톱텐,음악중심/주크박스
1006,조혜련,메노포즈,코미디/유머
1007,김현숙,메노포즈,코미디/유머
1008,신봉선,메노포즈,코미디/유머
1009,문희경,메노포즈,코미디/유머
1010,서지오,메노포즈,코미디/유머
1011,이아현,메노포즈,코미디/유머
1012,류수화,메노포즈,코미디/유머
1013,김효선,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1014,신민호,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1015,정다미,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1016,문지수,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1017,장원준,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1018,양동혁,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1019,장인혁,"퍼스트레이디, 육영수 앤 박정희",드라마/감동
1020,최선,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1021,김루나,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1022,안세희,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1023,김하엘,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1024,최종현,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1025,김지연,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1026,김민수,"바다탐험대 옥토넛 시즌3, 바다넘어 육지까지",판타지/어드벤처
1027,김도빈,새벽의 입구에서,드라마/감동
1028,이형훈,새벽의 입구에서,드라마/감동
1029,선한국,새벽의 입구에서,드라마/감동
1030,조풍래,새벽의 입구에서,드라마/감동
1031,최호승,새벽의 입구에서,드라마/감동
1032,손유동,새벽의 입구에서,드라마/감동
1033,박영수,새벽의 입구에서,드라마/감동
1034,공예림,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1035,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1036,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1037,이겨울,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1038,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1039,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1040,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1041,이중열,빵굽는 포포아저씨,코미디/유머
1042,최빛나,빵굽는 포포아저씨,코미디/유머
1043,유학승,빵굽는 포포아저씨,코미디/유머
1044,유봄빛,빵굽는 포포아저씨,코미디/유머
1045,유풀잎,빵굽는 포포아저씨,코미디/유머
1046,박영수,에밀,드라마/감동
1047,박유덕,에밀,드라마/감동
1048,정동화,에밀,드라마/감동
1049,구준모,에밀,드라마/감동
1050,김인성,에밀,드라마/감동
1051,정지우,에밀,드라마/감동
1052,이태이,싯다르타,드라마/감동
1053,고정우,싯다르타,드라마/감동
1054,박규연,싯다르타,드라마/감동
1055,김유진,싯다르타,드라마/감동
1056,최수형,싯다르타,드라마/감동
1057,이지현,싯다르타,드라마/감동
1058,김성수,싯다르타,드라마/감동
1059,정성화,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1060,양준모,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1061,윤형렬,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1062,정유지,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1063,이지훈,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1064,이정열,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1065,민영기,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1066,정성화,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1067,양준모,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1068,윤형렬,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1069,유리아,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1070,정유지,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1071,마이클 리,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1072,이지훈,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1073,정성화,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1074,양준모,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1075,윤형렬,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1076,유리아,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1077,정유지,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1078,이지훈,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1079,노윤,노트르담 드 파리,"드라마/감동, 판타지/어드벤처"
1080,송민희,또봇: 대도시의 영웅들,판타지/어드벤처
1081,강수빈,또봇: 대도시의 영웅들,판타지/어드벤처
1082,박승리,또봇: 대도시의 영웅들,판타지/어드벤처
1083,조아해,또봇: 대도시의 영웅들,판타지/어드벤처
1084,조보경,또봇: 대도시의 영웅들,판타지/어드벤처
1085,김민협,또봇: 대도시의 영웅들,판타지/어드벤처
1086,한다솔,또봇: 대도시의 영웅들,판타지/어드벤처
1087,허시라,"삭온스크린, 봉장취",코미디/유머
1088,김소리,"삭온스크린, 봉장취",코미디/유머
1089,이진아,"삭온스크린, 봉장취",코미디/유머
1090,윤혜진,"삭온스크린, 봉장취",코미디/유머
1091,전원주,가시나무 새,드라마/감동
1092,황범식,가시나무 새,드라마/감동
1093,허현호,가시나무 새,드라마/감동
1094,최서연,가시나무 새,드라마/감동
1095,나기수,가시나무 새,드라마/감동
1096,박선주,가시나무 새,드라마/감동
1097,김나윤,가시나무 새,드라마/감동
1098,유준상,프랑켄슈타인,판타지/어드벤처
1099,신성록,프랑켄슈타인,판타지/어드벤처
1100,전동석,프랑켄슈타인,판타지/어드벤처
1101,박은태,프랑켄슈타인,판타지/어드벤처
1102,이해준,프랑켄슈타인,판타지/어드벤처
1103,고은성,프랑켄슈타인,판타지/어드벤처
1104,이지혜,프랑켄슈타인,판타지/어드벤처
1105,김광준,삼거리 슈퍼스타,음악중심/주크박스
1106,이상연,삼거리 슈퍼스타,음악중심/주크박스
1107,김현승,삼거리 슈퍼스타,음악중심/주크박스
1108,박재은,삼거리 슈퍼스타,음악중심/주크박스
1109,김가람,삼거리 슈퍼스타,음악중심/주크박스
1110,황민,삼거리 슈퍼스타,음악중심/주크박스
1111,조동연,삼거리 슈퍼스타,음악중심/주크박스
1112,이새롬,달님이 주신 아이,"드라마/감동, 음악중심/주크박스"
1113,강나리,달님이 주신 아이,"드라마/감동, 음악중심/주크박스"
1114,서인권,달님이 주신 아이,"드라마/감동, 음악중심/주크박스"
1115,박상연,달님이 주신 아이,"드라마/감동, 음악중심/주크박스"
1116,공예림,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1117,이아영,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1118,유현주,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1119,이겨울,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1120,박희민,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1121,최현진,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1122,김혜경,캐치! 티니핑: 두근두근 싱어롱 콘서트!,음악중심/주크박스
1123,김종구,배니싱,드라마/감동
1124,박규원,배니싱,드라마/감동
1125,김찬종,배니싱,드라마/감동
1126,김아영,알라딘과 요술램프,판타지/어드벤처
1127,서가영,알라딘과 요술램프,판타지/어드벤처
1128,송주리,알라딘과 요술램프,판타지/어드벤처
1129,김다솔,알라딘과 요술램프,판타지/어드벤처
1130,전승우,알라딘과 요술램프,판타지/어드벤처
1131,고승미,알라딘과 요술램프,판타지/어드벤처
1132,김혜은,알라딘과 요술램프,판타지/어드벤처
1133,이소연,진짜나쁜소녀,코미디/유머
1134,민정아,진짜나쁜소녀,코미디/유머
1135,김슬비,진짜나쁜소녀,코미디/유머
1136,서지우,진짜나쁜소녀,코미디/유머
1137,임다희,진짜나쁜소녀,코미디/유머
1138,신현수,진짜나쁜소녀,코미디/유머
1139,정휘욱,진짜나쁜소녀,코미디/유머
1140,김아영,알라딘과 요술램프,판타지/어드벤처
1141,서가영,알라딘과 요술램프,판타지/어드벤처
1142,송주리,알라딘과 요술램프,판타지/어드벤처
1143,김다솔,알라딘과 요술램프,판타지/어드벤처
1144,전승우,알라딘과 요술램프,판타지/어드벤처
1145,고승미,알라딘과 요술램프,판타지/어드벤처
1146,정민,알라딘과 요술램프,판타지/어드벤처
1147,김다솔,틀려도 괜찮아,드라마/감동
1148,송주리,틀려도 괜찮아,드라마/감동
1149,전승우,틀려도 괜찮아,드라마/감동
1150,구윤희,틀려도 괜찮아,드라마/감동
1151,고승미,틀려도 괜찮아,드라마/감동
1152,정민,틀려도 괜찮아,드라마/감동
1153,임신아,틀려도 괜찮아,드라마/감동
